relation	word1	pos1	word2	pos2
random	換成	VG	個	Na
random	毋	VJ	光電	Na
random	鎖孔	Na	調查局	Na
random	馬	Na	小刀	Na
random	禽	Na	湖水	Na
random	銳	VH	同志	Na
random	歌星	Na	波音	Nb
random	狼	Na	遠	VH
random	禪宗	Nb	俗語	Na
random	角	Na	生前	Nd
random	衣服	Na	烏	A
random	冷淡	VH	獵	Na
random	為止	Ng	搞不好	D
random	隋	Nd	悉數	Da
random	京	Nc	舢板	Na
random	瓷碗	Na	筆桿	Na
random	何為	D	打開	VC
random	水路	Na	女孩	Na
random	惱怒	VI	柚	Na
random	海豚	Na	亞運	Nb
random	揖	VA	化石燃料	Na
random	活動	Na	房舍	Na
random	不同	VH	白鵝	Na
random	只不過	Da	波蘭	Nc
random	客	Na	午間	Nd
random	辛	Na	自由	Na
random	佐料	Na	尤有甚者	Dk
random	禪宗	Nb	金屬門	Na
random	探	VC	比方說	P
random	如此一來	Dk	伯仲	Nh
random	財務	Na	有利於	VK
random	河底	Na	寶劍	Na
random	除此之外	Dk	電影	Na
random	樂器	Na	論述	VE
random	蹄子	Na	下跪	VB
random	前方	Ncd	罐頭	Na
random	大腿	Na	探親	VA
random	佐料	Na	頭	Na
random	用得著	VL	道	Na
random	族群	Na	皮鼓	Na
random	家畜	Na	奶糖	Na
random	陡	Na	言語	Na
random	進	VG	記錄片	Na
random	一起	D	鐵絲網	Na
random	眼花撩亂	VH	周知	VI
random	急急忙忙	D	馬蹄	Na
random	火焰	Na	貪戀	VJ
random	生產力	Na	紅樹林	Na
random	彈簧鎖	Na	棟	Nf
random	落敗	VH	兄	Na
random	活生生	A	圓點	Na
random	圖形	Na	上	VCL
random	床	Na	響尾蛇	Na
random	劣馬	Na	光電	Na
random	下台	VA	不屑一顧	VI
random	貓爪	Na	花蕊	Na
random	心急如焚	VH	而外	Ng
random	簡單	VH	合家	Nh
random	觀世音	Nb	演出	Na
random	哀愁	VH	外流河	Na
random	豹子	Na	悲憤	VH
random	寫下來	VB	眉毛	Na
random	玻璃門	Na	抽	VC
random	對	VH	引以為鑑	VH
random	派	Na	門洞	Na
random	雲朵	Na	亞	Na
random	四川省	Nc	松獅	Na
random	調查員	Na	架子鼓	Na
random	貨幣	Na	警官	Na
random	公公	Na	山水畫	Na
random	回話	VB	毒箭	Na
random	篇	Nf	掛號信	Na
random	梨子	Na	琴	Na
random	對于	P	青草	Na
random	胡蔥	Na	市	Nc
random	臺北縣	Nc	鱗	Na
random	效力	VB	輸給	VD
random	如果說	Cbb	身邊	Nc
random	水花	Na	倘若	Cbb
random	乃至	Cbb	短劍	Na
random	賣方	Na	桃	Na
random	窺	VC	雙魚座	Nb
random	左	Ncd	紅樹林	Na
random	師	Na	麋鹿	Na
random	羊毛	Na	惱怒	VI
random	建築物	Na	哈佛	Nb
random	樹根	Na	老師	Na
random	受制	VI	禪	Nb
random	電鍋	Na	推進器	Na
random	蕩	VC	米酒	Na
random	歐洲	Nc	日	Nc
random	跪下	VA	嶄新	VH
random	減低	VH	祝	VE
random	受到	VJ	輩	Na
random	客氣	VH	里	Nc
random	一併	D	體能	Na
random	幼稚園	Nc	頂嘴	VB
random	冷漠	VH	能夠	D
random	三	Neu	氣	VK
random	沙國	Nc	全心	D
random	地形	Na	悽楚	VH
random	汙	VH	間接	D
random	多達	VJ	皇	Na
random	搬	VC	眼	Na
random	己	Neu	罐子	Na
random	酒精	Na	不用說	Dk
random	雨	Na	棕熊	Na
random	公告周知	VI	蛙	Na
random	身邊	Nc	資料庫	Na
random	特地	D	堆積山	Na
random	幫忙	VC	丰	VH
random	鋼筆	Na	花瓣	Na
random	遺	VC	鹿皮	Na
random	衛	Na	皮	Na
random	同理心	Na	女王	Na
random	猛獁象	Na	叟	Na
random	開花	VH	村莊	Nc
random	道教	Nb	鵝毛	Na
random	中	Ng	馬鬃	Na
random	猿	Na	斗	Nb
random	加油	VB	領	VC
random	打下來	VB	不良	VH
random	遠	VH	簽名	VA
random	不足	Na	常	A
random	淡	VH	技	Na
random	滑輪	Na	提手	Na
random	月底	Nd	葡萄酒	Na
random	冷	VH	腳趾	Na
random	說不定	D	內流河	Na
random	楊樹	Na	引以為鑒	VH
random	受限於	VI	敏	VH
random	提	VC	兄弟	Na
random	靜	VH	感	Na
random	愈來愈	Dfa	動詞	Na
random	勃	VH	捉迷藏	Na
random	眼睛	Na	研究	Na
random	好多	Neqa	副	A
random	碗	Na	蔣	Nb
random	沾	VC	招致	VL
random	青草	Na	哀傷	VH
random	逝	VA	行星	Na
random	良好	VH	棍	Na
random	分別	VE	腿腕	Na
random	伸手	VA	莊稼	Na
random	預	VC	漂	VH
random	秦王	Nb	秀	Na
random	牽掛	VJ	牛蹄	Na
random	批	VC	栽	VC
random	妳們	Nh	看看	VC
random	問	VE	家禽	Na
random	互動式	A	大雪	Na
random	紙張	Na	銳	VH
random	弊	Na	小朋友	Na
random	茉莉	Na	評	Na
random	醉	VH	中正	VH
random	對于	P	勸告	VF
random	是否	D	牽腸掛肚	VH
random	老師	Na	右心房	Na
random	一樣	VH	斗	Nb
random	贊助	VD	中間	Ncd
random	門檻	Na	領	VC
random	學校	Nc	感	Na
random	紀錄	Na	你們	Nh
random	說出	VE	趴	VA
random	工具	Na	百合	Na
random	計	Na	蛙	Na
random	鼎盛	VH	職業學生	Na
random	伸手	VA	胡蔥	Na
random	手掌	Na	盒子	Na
random	心酸	VH	鐵路	Na
random	便	D	腎	Na
random	麵食	Na	兔	Na
random	季	Na	喜出望外	VH
random	逝	VA	對蝦	Na
random	面	Na	翅膀	Na
random	仁	Na	所	Nf
random	樹幹	Na	次	Nf
random	之後	Nd	組	Nf
random	子宮	Na	仰	VC
random	紀念堂	Nc	初	Ng
random	排入	VCL	書	Na
random	蛋糕	Na	不經意	D
random	栽	VC	樹木	Na
random	悲慟	VH	斗拱	Na
random	諸多	Neqa	北極	Nc
random	寬	VH	惱火	VH
random	形狀	Na	加	VC
random	沒有	VJ	總務處	Nc
random	彈簧鎖	Na	婚前	Nd
random	集會	Nv	木桶	Na
random	增高	VH	燒	VC
random	公告周知	VI	特別	D
random	一家子	Nh	群	Nf
random	倒	D	赤	Na
random	距	P	藥瓶	Na
random	藝術品	Na	領	VC
random	仁	Na	午	Nd
random	氧離子	Na	梅子	Na
random	公豬	Na	雜貨店	Nc
random	蟹	Na	輩	Na
random	辛酸	VH	砂	Na
random	高市	Nc	薪	Na
random	購買	Na	後來	Nd
random	廚具	Na	蒙皮	Na
random	丟	VC	按鍵	Na
random	黏	VC	能力	Na
random	不捨	VH	宗教	Na
random	大火	Na	鬍鬚	Na
random	員	Na	倘若	Cbb
random	提高	VC	論語	Nb
random	園	Na	肚子	Na
random	地面	Na	瓷壺	Na
random	小刀	Na	西北	Ncd
random	盆地	Na	橋臺	Na
random	亞運會	Nb	長久	VH
random	悉數	Da	辜	Nb
random	探	VC	黑魚	Na
random	紅	Na	提昇	VC
random	六	Neu	弧	Na
random	蒜	Na	併發症	Na
random	下降	VA	上台	VA
random	惡	VH	耳朵	Na
random	心酸	VH	拉麵	Na
random	聘任	VF	抑鬱	VH
random	熱帶	Nc	名牌	Na
random	西北	Ncd	燃料	Na
random	鵝	Na	眼	Na
random	園	Na	烽	Na
random	戰後	Nd	小草	Na
random	飾品	Na	封面	Na
random	雞血	Na	歷史	Na
random	不客氣	VH	可是	Cbb
random	白細胞	Na	最近	Nd
random	氣體	Na	駒	Na
random	臉頰	Na	紫	Na
random	銅板	Na	黃花魚	Na
random	啞	VH	人頭	Na
random	芝加哥	Nc	繡花針	Na
random	大學生	Na	牧羊犬	Na
random	低於	VJ	歌手	Na
random	股	Na	翅	Na
random	勇	VH	收取	VC
random	技	Na	落寞	VH
random	男人	Na	當時	Nd
random	勵	VC	來得及	VH
random	桃	Na	甚而	Cbb
random	認清楚	VK	白	VH
random	遺留	VD	等同於	VG
random	一點	Neqa	山脊	Na
random	長	VH	門扇	Na
random	措辭	VA	天蠍座	Nb
random	棟	Nf	合家	Nh
random	泉州	Nc	非洲象	Na
random	啟明星	Na	以致	Cbb
random	詩經	Nb	壺	Na
random	例如	P	窺	VC
random	半身	Nc	落款	VA
random	離	Nb	信	Na
random	存在	VJ	交通犬	Na
random	私下	D	楊樹	Na
random	勿	D	生存	VH
random	出去	VA	國產	A
random	生物	Na	帝	Na
random	曹	Nb	劍鞘	Na
random	工具	Na	電信局	Na
random	帥	VF	花蕊	Na
random	情緒	Na	河堤	Na
random	公路	Na	A型血	Nb
random	句	Nf	脫	VC
random	木床	Na	大雪	Na
random	河流	Na	品	Na
random	員	Na	不然	Cbb
random	地	Na	月季	Na
random	舉止	Na	職業	Na
random	鯨魚	Na	悔恨	VK
random	絕大多數	Neqa	陸棲生物	Na
random	袋	Na	張	Nb
random	祇不過	Da	右心室	Na
random	狂喜	VH	代	Na
random	契約	Na	蟳	Na
random	紀錄	Na	醒	VA
random	出來	VA	氣體	Na
random	月季	Na	梅子	Na
random	只要	Da	木碗	Na
random	啞	VH	肺片	Na
random	豹子	Na	路牙	Na
random	姑	Na	烽	Na
random	刷	Na	旅行	VA
random	胸	Na	非洲	Nc
random	麻繩	Na	提前	VB
random	鴨梨	Na	印度洋	Nc
random	供	Na	嘉年華	Nb
random	等同	VG	鹹水湖	Na
random	趕不及	VL	西	Ncd
random	皇帝	Na	韓國	Nc
random	贊助	VD	球心	Na
random	軍鼓	Na	拉麵	Na
random	沉痛	VH	月亮	Na
random	骨髓	Na	提早	VL
random	錢財	Na	爪子	Na
random	緩和	VH	晉	Nc
random	持有	VJ	期末	Nd
random	血小板	Na	聽任	VL
random	領先	VJ	廚具	Na
random	香	VH	獅頭鵝	Na
random	金屬管	Na	中心	Nc
random	以致於	Cbb	赤字	Na
random	醜	VH	推進器	Na
random	尾	Na	布	Na
random	梁山伯	Nb	玻璃	Na
random	天皇	Na	越來越	Dfa
random	化為	VG	小腿	Na
random	族	Na	那兒	Ncd
random	哪	Ncd	媽媽	Na
random	軍鼓	Na	甘地	Nb
random	翅	Na	獎品	Na
random	花瓣	Na	腳掌	Na
random	一點點	Neqa	族	Na
random	路牙	Na	外資	Na
random	隨	VH	陸	Na
random	澳	Nc	南	Ncd
random	人士	Na	寧	Nc
random	睹	VC	砂	Na
random	小倆口	Nh	海獅	Na
random	撞球	Na	參考書	Na
random	紀錄片	Na	省下來	VI
random	馴鹿	Na	影	VC
random	捨	VC	可憎	VH
random	巨蟹座	Nb	冥冥之中	Nd
random	多多	VH	傷痛	Na
random	犬	Na	盤子	Na
random	回話	VB	則	D
random	豺	Na	五糧液	Nb
random	尿壺	Na	鐵門	Na
random	山	Na	悲愴	VH
random	何故	D	川	Nc
random	准	VE	類似	VH
random	成	VH	膝蓋	Na
random	比方說	P	個人	Na
random	夾心糖	Na	行星	Na
random	大部份	Neqa	小草	Na
random	牛郎	Na	山路	Na
random	秦王	Nb	兵器	Na
random	不需	D	耳	Na
random	伸	VC	魔	Na
random	緊	VH	資	Na
random	新	VH	麵	Na
random	顯示	VK	東北	Ncd
random	蛇皮	Na	瓷	Na
random	贈	VD	褲子	Na
random	杜康	Nb	躲貓貓	Na
random	犯愁	VH	波音	Nb
random	娛樂	Na	果	Na
random	登台	VA	獵豹	Na
random	回想	VK	昌	VH
random	可憎	VH	珠	Na
random	青少年	Na	直流	Na
random	精	VL	大夥	Nh
random	牌	Na	雨林	Na
random	秒鐘	Nf	玻璃瓶	Na
random	秩序	Na	布	Na
random	暫	VH	腰鼓	Na
random	小	VH	簽名	VA
random	部分	Neqa	圓點	Na
random	朋友	Na	碗口	Na
random	用	Na	米尺	Na
random	四川	Nc	胡琴	Na
random	田	Na	接觸	VC
random	柳	Nb	橋面	Na
random	知覺	Na	大多數	Neqa
random	鋼絲床	Na	草魚	Na
random	酒	Na	針鼻	Na
random	重視	VJ	易	VH
random	女生	Na	維多利亞	Nb
random	不僅	Cbb	簡言之	Dk
random	便	D	雕	Na
random	澳洲	Nc	焦灼	VH
random	杜鵑花	Na	水鹿	Na
random	單室胃	Na	外資	Na
random	牧羊犬	Na	叔	Na
random	娘	Na	逆	VJ
random	簡單	VH	悲愴	VH
random	藻	Na	沉痛	VH
random	死掉	VH	腎	Na
random	用得著	VL	答	VC
random	暗示	VE	農	Na
random	頭部	Na	今年	Nd
random	吟	Na	可	Cbb
random	床	Na	提昇	VC
random	供	Na	空中	Nc
random	俄羅斯	Nc	接觸	VC
random	劍把	Na	豬肉	Na
random	有點	Dfa	辛酸	VH
random	駿馬	Na	鐵釘	Na
random	漂	VH	送客	VA
random	國寶	Na	湖水	Na
random	翅膀	Na	電鍋	Na
random	戟	Na	天氣	Na
random	挫	VC	雨傘	Na
random	祇不過	Da	痛惡	VK
random	網	Na	身後	Nd
random	哀怨	I	鋼	Na
random	特地	D	國畫	Na
random	案底	Na	統一	VHC
random	利	VH	佩	Na
random	港	Nc	悵然	VH
random	浸	VJ	歿	VH
random	講到	VE	南	Ncd
random	赤	Na	沙漠	Na
random	姊	Na	不如	VJ
random	溫	VHC	方法	Na
random	冠	Na	肺片	Na
random	畫	Na	淡水湖	Na
random	眼睛	Na	確保	VE
random	一點兒	Neqa	搖	VA
random	越來越	Dfa	米尺	Na
random	設備	Na	中間	Ncd
random	下山	VA	公路	Na
random	不如	VJ	邵族	Nb
random	砂	Na	山洞	Na
random	居民	Na	反感	Na
random	箭頭	Na	膈	Na
random	后者	Nh	客氣	VH
random	他們倆	Nh	啟明星	Na
random	錢財	Na	轉眼之間	Nd
random	昨天	Nd	職業學生	Na
random	橋墩	Na	機車	Na
random	刀鋒	Na	一樣	VH
random	銳	VH	水桶	Na
random	頭骨	Na	不經意	D
random	化石	Na	沙沙	VH
random	木桶	Na	枝	Nf
random	大多數	Neqa	半身	Nc
random	南區	Nc	葡萄糖	Na
random	則	D	粘膜	Na
random	官員	Na	乘坐	VC
random	牡丹	Na	激憤	VH
random	主	Na	繡花針	Na
random	手柄	Na	現況	Na
random	排入	VCL	國產	A
random	問道	VE	大雁	Na
random	簡言之	Dk	進去	VA
random	紀錄	Na	弩箭	Na
random	簡而言之	Dk	季	Na
random	接觸	VC	初賽	Na
random	姐	Na	枝	Nf
random	浸	VJ	站	VA
random	說不定	D	糖果	Na
random	天皇	Na	不良	VH
random	名牌	Na	鼓槌	Na
random	跳繩	Na	孔明	Nb
random	台	Nb	毒箭	Na
random	難忘	VK	體能	Na
random	外流河	Na	小河	Na
random	交通工具	Na	海魚	Na
random	旦	Na	榆樹	Na
random	緊	VH	阿拉伯數字	Na
random	恒星	Na	全部	Neqa
random	山腳	Nc	驢肉	Na
random	西南	Ncd	牛皮紙	Na
random	鴨梨	Na	故	Na
random	倚	VCL	金針	Na
random	牴	Na	鼓槌	Na
random	現年	VJ	腎	Na
random	升級	VH	翠	VH
random	獨立	VH	鱔魚	Na
random	念書	VA	丰	VH
random	準決賽	Na	參考書	Na
random	原住民	Na	子宮	Na
random	花朵	Na	吃下去	VC
random	高中生	Na	梯	Na
random	狀態	Na	薑	Na
random	沉	VH	金錢豹	Na
random	挫	VC	賣方	Na
random	一般	A	江蘇	Nc
random	辛	Na	投資	Na
random	悉尼	Nc	嫩	VH
random	地	Na	鱗	Na
random	省下	VJ	國內	Nc
random	簡言之	Dk	腳背	Na
random	若	Cbb	盡可能	D
random	物品	Na	主	Na
random	電氣	Na	西方	Nc
random	壁	Nb	羽毛	Na
random	下臺	VA	指紋鎖	Na
random	如此一來	Dk	禮聘	VF
random	澳洲	Nc	盡管	Cbb
random	昇高	VA	水塔	Na
random	調查局	Na	房門	Na
random	賦與	VD	安親班	Na
random	則	D	研究院	Nc
random	一般來說	Dk	宮殿	Na
random	界	Na	展示	VC
random	婦	Na	外資	Na
random	說出	VE	老師	Na
random	水產品	Na	言行	Na
random	客氣	VH	巨浪	Na
random	故	Na	行星	Na
random	但	Da	足球	Na
random	壯	VH	彈簧鎖	Na
random	爹	Na	水墨畫	Na
random	氣憤	VH	足跡	Na
random	朋友	Na	毛線	Na
random	股	Na	刷	Na
random	悲鬱	VH	中正	Nb
random	趕得及	VL	百合	Na
random	感	Na	路面	Na
random	雨	VA	左鍵	Na
random	砍刀	Na	董事會	Na
random	單薄	VH	翅膀	Na
random	平板床	Na	習慣	Na
random	如果	Cbb	木床	Na
random	文	A	尼泊爾	Nc
random	文具	Na	難忘	VK
random	意想不到	VK	健康	Na
random	河流	Na	閉	VC
random	警察局	Nc	烽	Na
random	單	Da	通訊	Na
random	一般	A	勺子	Na
random	味道	Na	忘	VK
random	下臺	VA	絲	Nf
random	一	Neu	休息	VA
random	蕩	VC	壹	Neu
random	彈夾	Na	院門	Na
random	錢財	Na	畫紙	Na
random	狀況	Na	鴿子	Na
random	傾心	VI	系	Na
random	小朋友	Na	缸	Na
random	誘使	VL	幼時	Nd
random	收	VC	風	Na
random	溫	VHC	頭頂	Nc
random	後現代	Na	媽呀	I
random	劇院	Nc	妻	Na
random	管子	Na	灰鯨	Na
random	晉級	VJ	左鍵	Na
random	揖	VA	通	VC
random	槍托	Na	木棉	Na
random	志	VC	化石	Na
random	休息	VA	茶壺	Na
random	心酸	VH	發出	VC
random	不光	Da	有幸	VH
random	食物	Na	蓮	Na
random	原因	Na	樹皮	Na
random	享受	VJ	茶	Na
random	不消說	Dk	長江	Nb
random	併發症	Na	象鼻	Na
random	時間	Na	憎恨	VJ
random	母親	Na	硬幣	Na
random	橡皮糖	Na	彩筆	Na
random	淡	VH	明星	Na
random	嫩	VH	買方	Na
random	熱門	VH	木門	Na
random	週年	Nf	臺	Nc
random	梁山伯	Nb	賤	VH
random	人生	Na	豬頭	Na
random	鳴叫	VA	知	VK
random	婆	Na	短劍	Na
random	彎	VH	十二指腸	Na
random	瓶	Na	菜刀	Na
random	晚上	Nd	瓜	Na
random	跪	VA	事件	Na
random	馬蹄	Na	俗稱	VG
random	雜誌	Na	施捨	VD
random	掃瞄器	Na	擔擔麵	Na
random	農	Na	宅	Na
random	倘若	Cbb	緊	VH
random	不需	D	憤慨	VH
random	持有	VJ	麵條	Na
random	吸	VC	眉毛	Na
random	這裡	Ncd	墮胎	VB
random	農村	Na	勸告	VF
random	送	VD	球心	Na
random	肉	Na	留	VC
random	回想	VK	答	VC
random	遺忘	VK	水域	Na
random	賀	VE	愁苦	VH
random	草坪	Na	羊毛	Na
random	施捨	VD	桂	Nb
random	爺	Na	蕉	Na
random	車	Na	寒帶	Nc
random	僅	Da	B型血	Nb
random	眼	Na	猛獁象	Na
random	如果說	Cbb	鐵錨	Na
random	短劍	Na	傳統	Na
random	秤	VC	不用說	Dk
random	木塔	Na	現況	Na
random	熟	VI	若非	Cbb
random	預防	VE	弟弟	Na
random	臺南	Nc	壺蓋	Na
random	等同	VG	前	Nd
random	差	VH	幕	Nf
random	丸	Na	刷	Na
random	刷	Na	尺	Nf
random	持	VC	安親班	Na
random	精	VL	鐵桶	Na
random	況	Cbb	史達林	Nb
random	好多	Neqa	維多利亞	Nb
random	個人	Na	小雞	Na
random	銅板	Na	仰賴	VJ
random	考慮到	VE	用到	VC
random	佳	VH	紫外線	Na
random	丁	Neu	俗稱	VG
random	休	VC	花鳥畫	Na
random	受制	VI	棍子	Na
random	視	VC	如果	Cbb
random	工	Na	手柄	Na
random	很多	Neqa	當時	Nd
random	鳳凰	Na	鋼絲繩	Na
random	污	VH	湯匙	Na
random	砂	Na	盃	Na
random	澳洲	Nc	壺蓋	Na
random	抹香鯨	Na	鱸魚	Na
random	說不定	D	梗	VA
random	大伙	Nh	洩	VC
random	明瞭	VK	合家	Nh
random	關門	VA	轉眼間	Nd
random	孝	Na	悽楚	VH
random	釋放	VC	阿媽	Na
random	偏	D	教育部	Na
random	統一	VHC	甲板	Na
random	什	Nep	收入	VC
random	女兒	Na	牴	Na
random	山路	Na	玉壺	Na
random	爺爺	Na	傢俱	Na
random	焦灼	VH	牛肉	Na
random	象	Na	架子鼓	Na
random	公路	Na	率	VF
random	尺子	Na	亮	VH
random	地貌	Na	小我	Nh
random	送客	VA	姓	Na
random	跪	VA	不需	D
random	道德	Na	定型化	A
random	骨	Na	亞運	Nb
random	活生生	A	輕度	A
random	白貓	Na	迷	VL
random	白細胞	Na	賃	VC
random	把手	Na	菜刀	Na
random	骨膜	Na	假	VH
random	益	Dfa	兼職	A
random	觀	Na	推進器	Na
random	起	Ng	丰	VH
random	學校	Nc	脊椎	Na
random	錢包	Na	職業婦女	Na
random	消息	Na	評價	VA
random	一心	D	毛筆	Na
random	桂	Na	公里	Nf
random	平板床	Na	象牙	Na
random	黑白	A	河床	Na
random	腿腕	Na	措詞	VA
random	窄	VH	要不然	Cbb
random	面	Na	劣	VH
random	鋼絲繩	Na	公分	Nf
random	實體	Na	俗稱	VG
random	組	Nf	街頭	Nc
random	店	Nc	遺留下	VD
random	盹	VA	次	Nf
random	丰	VH	灰鯨	Na
random	落後	VJ	挨	VJ
random	陳	Nd	右心房	Na
random	棟	Nf	週末	Nd
random	錯	VH	塑膠桶	Na
random	味道	Na	變為	VG
random	關切	VJ	香	VH
random	取	VC	臭	VH
random	通道	Na	昨日	Nd
random	存有	VJ	遊樂區	Nc
random	落款	VA	技巧	Na
random	省下	VJ	大伙兒	Nh
random	給	VD	旗	Na
random	一	Neu	雲	Na
random	草稿紙	Na	氫離子	Na
random	等同	VG	雪	Na
random	鎖	Na	崗	Na
random	來得及	D	偏	D
random	國內	Nc	方塊	Na
random	龍	Na	鋼琴	Na
random	無意	VL	曇花	Na
random	這	Ncd	貳	Neu
random	購買	Na	對象	Na
random	風	Na	地面	Na
random	目	Na	農	Na
random	鮮	VH	週年	Nf
random	灰熊	Na	週年	Nf
random	那	Ncd	少年	Na
random	外面	Ncd	指紋鎖	Na
random	鄭	Nb	梯	Na
random	按鍵	Na	麻	Na
random	特	D	辛	Na
random	圓	Na	廢料	Na
random	上面	Ncd	株	Nf
random	捷徑	Na	一塊兒	D
random	蔣	Nb	壺蓋	Na
random	偶	Nh	翻譯成	VG
random	人類	Na	飯店	Na
random	間接	VH	亞洲象	Na
random	捨	VC	豹子	Na
random	浮躁	VH	階級	Na
random	平	VH	信紙	Na
random	箭	Na	領結	Na
random	下肢	Na	農田	Na
random	黏	VC	銅	Na
random	晃	VC	遠東	Nc
random	股票市場	Na	茅臺	Nb
random	不捨	VH	以外	Ng
random	山頂	Nc	畫廊	Nc
random	暗示	VE	少許	Neqa
random	鴨子	Na	白貓	Na
random	和	Na	灣	Nb
random	凍原	Na	麋鹿	Na
random	詎料	Dk	術	Na
random	原住民	Na	情誼	Na
random	分封	VD	腿腕	Na
random	揖	VA	鱗	Na
random	心花怒放	VH	白貓	Na
random	河水	Na	京	Nc
random	離去	VA	廣	Nc
random	禮聘	VF	眼鏡蛇	Na
random	賞	Na	瞬	Nf
random	息	Na	跳繩	Na
random	沙沙	VH	格	Na
random	貸	VD	提前	VB
random	書脊	Na	猿	Na
random	國	Na	激憤	VH
random	花瓣	Na	甲	Neu
random	藥酒	Na	調查局	Na
random	基督	Nb	刺刀	Na
random	忐忑不安	VH	午間	Nd
random	隨	VH	臺	Nc
random	窩	Na	是	VG
random	刀柄	Na	蓋	Na
random	英	Nb	己	Neu
random	網	Na	水筆	Na
random	全心	D	白酒	Na
random	豈料	D	奶糖	Na
random	緩慢	VH	大學生	Na
random	換言之	Dk	網路	Na
random	況	Cbb	床	Na
random	水	Na	鐵鏟	Na
random	苦惱	VH	石橋	Na
random	箋	Na	頁	Nf
random	棍子	Na	梅	Na
random	警官	Na	距	P
random	丈夫	Na	轉變成	VG
random	籃球	Na	引以為鑑	VH
random	氣體	Na	佩	Na
random	使	Cbb	予以	VC
random	三	Neu	藻	Na
random	顧	VK	少許	Neqa
random	商	Nd	玻璃瓶	Na
random	乒乓球	Na	橋孔	Na
random	需要	VK	幢	Nf
random	要是	Cbb	山脊	Na
random	以致於	Cbb	驚駭	VH
random	曝	VA	專職	A
random	上海	Nc	陽春麵	Na
random	萬	Na	煩悶	VH
random	船錨	Na	叉子	Na
random	到	P	指引	Na
random	財	Na	杜鵑樹	Na
random	軍人	Na	波音	Nb
random	鎖	Na	苦惱	VH
random	送客	VA	化	VC
random	雞	Na	里	Nc
random	屋	Na	菌	Na
random	風	Na	僅有	VJ
random	當作	VG	電影院	Nc
random	空中	Nc	台大	Nc
random	三	Neu	谷	Na
random	冷場	VH	設計	Na
random	受到	VJ	針鼻	Na
random	鋁壺	Na	子孫	Na
random	爪子	Na	扉頁	Na
random	董事會	Na	符	Na
random	猛獁象	Na	陽	Na
random	研討會	Na	率	VF
